region_country,category,parameter,mode,powertrain,year,unit,value,Aggregate group
EU27,Historical,EV sales,Cars,BEV,2023,Vehicles,1600000.0,EU27
Europe,Historical,EV sales,Cars,BEV,2022,Vehicles,1600000.0,Aggregate_sales_stock
North America,Historical,EV stock,Cars,PHEV,2024,Vehicles,1600000.0,Aggregate_sales_stock
Rest of the world,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,1600000.0,Other
USA,Historical,EV stock,Cars,PHEV,2024,Vehicles,1600000.0,Other
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,1600000.0,Other
China,Projection-STEPS,EV stock,Cars,PHEV,2021,Vehicles,1600000.0,Other
Europe,Projection-STEPS,EV sales,Cars,BEV,2022,Vehicles,1600000.0,Aggregate_sales_stock
USA,Projection-STEPS,EV stock,Cars,PHEV,2024,Vehicles,1600000.0,Other
Rest of the world,Projection-STEPS,EV stock,Vans,BEV,2030,Vehicles,1600000.0,Other
China,Historical,EV charging points,EV,Publicly available fast,2024,charging points,1600000.0,Other
Europe,Projection-STEPS,EV charging points,EV,Publicly available slow,2030,charging points,1600000.0,Aggregate_sales_stock
China,Projection-STEPS,EV charging points,EV,Publicly available fast,2024,charging points,1600000.0,Other
China,Historical,EV sales,Cars,PHEV,2022,Vehicles,1500000.0,Other
EU27,Historical,EV sales,Cars,BEV,2024,Vehicles,1500000.0,EU27
Germany,Historical,EV stock,Cars,BEV,2023,Vehicles,1500000.0,Other
India,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,1500000.0,Other
India,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1500000.0,Other
North America,Historical,EV stock,Cars,BEV,2021,Vehicles,1500000.0,Aggregate_sales_stock
USA,Historical,EV stock,Cars,BEV,2021,Vehicles,1500000.0,Other
World,Historical,EV sales,Cars,BEV,2019,Vehicles,1500000.0,_World
China,Projection-STEPS,EV sales,Cars,PHEV,2022,Vehicles,1500000.0,Other
India,Projection-STEPS,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,1500000.0,Other
USA,Projection-STEPS,EV stock,Cars,BEV,2021,Vehicles,1500000.0,Other
China,Projection-STEPS,EV stock,Buses,BEV,2030,Vehicles,1500000.0,Other
Europe,Projection-STEPS,EV sales,Cars,PHEV,2030,Vehicles,1500000.0,Aggregate_sales_stock
Rest of the world,Projection-STEPS,EV sales,Cars,PHEV,2030,Vehicles,1500000.0,Other
China,Historical,EV charging points,EV,Publicly available slow,2023,charging points,1500000.0,Other
China,Projection-STEPS,EV charging points,EV,Publicly available slow,2023,charging points,1500000.0,Other
Europe,Historical,EV stock,Cars,PHEV,2020,Vehicles,1400000.0,Aggregate_sales_stock
Rest of the world,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,1400000.0,Other
United Kingdom,Historical,EV stock,Cars,BEV,2024,Vehicles,1400000.0,Other
World,Historical,EV sales,Cars,BEV,2018,Vehicles,1400000.0,_World
Europe,Projection-STEPS,EV stock,Cars,PHEV,2020,Vehicles,1400000.0,Aggregate_sales_stock
World,Historical,EV charging points,EV,Publicly available fast,2023,charging points,1400000.0,_World
World,Projection-STEPS,EV charging points,EV,Publicly available fast,2023,charging points,1400000.0,_World
Asia Pacific,Historical,EV stock,Vans,BEV,2024,Vehicles,1300000.0,Aggregate_sales_stock
North America,Historical,EV sales,Cars,BEV,2024,Vehicles,1300000.0,Aggregate_sales_stock
North America,Historical,EV stock,Cars,PHEV,2023,Vehicles,1300000.0,Aggregate_sales_stock
USA,Historical,EV stock,Cars,PHEV,2023,Vehicles,1300000.0,Other
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,1300000.0,Other
World,Historical,EV stock,Vans,BEV,2023,Vehicles,1300000.0,_World
USA,Projection-STEPS,EV stock,Cars,PHEV,2023,Vehicles,1300000.0,Other
World,Projection-STEPS,EV stock,Vans,BEV,2023,Vehicles,1300000.0,_World
Asia Pacific,Historical,EV stock,Cars,PHEV,2020,Vehicles,1200000.0,Aggregate_sales_stock
Europe,Historical,EV sales,Cars,BEV,2021,Vehicles,1200000.0,Aggregate_sales_stock
Germany,Historical,EV stock,Cars,PHEV,2024,Vehicles,1200000.0,Other
USA,Historical,EV sales,Cars,BEV,2024,Vehicles,1200000.0,Other
World,Historical,EV stock,Cars,BEV,2016,Vehicles,1200000.0,_World
World,Historical,EV stock,Cars,PHEV,2017,Vehicles,1200000.0,_World
Europe,Projection-STEPS,EV sales,Cars,BEV,2021,Vehicles,1200000.0,Aggregate_sales_stock
USA,Projection-STEPS,EV sales,Cars,BEV,2024,Vehicles,1200000.0,Other
China,Historical,EV charging points,EV,Publicly available fast,2023,charging points,1200000.0,Other
World,Historical,EV charging points,EV,Publicly available slow,2021,charging points,1200000.0,_World
China,Projection-STEPS,EV charging points,EV,Publicly available fast,2023,charging points,1200000.0,Other
World,Projection-STEPS,EV charging points,EV,Publicly available slow,2021,charging points,1200000.0,_World
Asia Pacific,Historical,EV stock,Cars,BEV,2017,Vehicles,1100000.0,Aggregate_sales_stock
China,Historical,EV stock,Vans,BEV,2024,Vehicles,1100000.0,Other
EU27,Historical,EV sales,Cars,BEV,2022,Vehicles,1100000.0,EU27
EU27,Historical,EV stock,Cars,BEV,2020,Vehicles,1100000.0,EU27
Europe,Historical,EV sales,Cars,PHEV,2021,Vehicles,1100000.0,Aggregate_sales_stock
France,Historical,EV stock,Cars,BEV,2024,Vehicles,1100000.0,Other
North America,Historical,EV sales,Cars,BEV,2023,Vehicles,1100000.0,Aggregate_sales_stock
North America,Historical,EV stock,Cars,BEV,2020,Vehicles,1100000.0,Aggregate_sales_stock
Rest of the world,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1100000.0,Other
USA,Historical,EV sales,Cars,BEV,2023,Vehicles,1100000.0,Other
USA,Historical,EV stock,Cars,BEV,2020,Vehicles,1100000.0,Other
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,1100000.0,Other
China,Projection-STEPS,EV stock,Vans,BEV,2024,Vehicles,1100000.0,Other
Europe,Projection-STEPS,EV sales,Cars,PHEV,2021,Vehicles,1100000.0,Aggregate_sales_stock
USA,Projection-STEPS,EV sales,Cars,BEV,2023,Vehicles,1100000.0,Other
USA,Projection-STEPS,EV stock,Cars,BEV,2020,Vehicles,1100000.0,Other
EU27,Historical,EV stock,Cars,PHEV,2020,Vehicles,1000000.0,EU27
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,1000000.0,Aggregate_sales_stock
Europe,Historical,EV sales,Cars,PHEV,2022,Vehicles,1000000.0,Aggregate_sales_stock
Europe,Historical,EV sales,Cars,PHEV,2023,Vehicles,1000000.0,Aggregate_sales_stock
Germany,Historical,EV stock,Cars,BEV,2022,Vehicles,1000000.0,Other
Germany,Historical,EV stock,Cars,PHEV,2023,Vehicles,1000000.0,Other
Europe,Projection-STEPS,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,1000000.0,Aggregate_sales_stock
Europe,Projection-STEPS,EV sales,Cars,PHEV,2022,Vehicles,1000000.0,Aggregate_sales_stock
Europe,Projection-STEPS,EV sales,Cars,PHEV,2023,Vehicles,1000000.0,Aggregate_sales_stock
Rest of the world,Projection-STEPS,EV stock,Cars,BEV,2022,Vehicles,1000000.0,Other
Rest of the world,Projection-STEPS,EV stock,Cars,PHEV,2024,Vehicles,1000000.0,Other
China,Historical,EV charging points,EV,Publicly available slow,2022,charging points,1000000.0,Other
China,Projection-STEPS,EV charging points,EV,Publicly available slow,2022,charging points,1000000.0,Other
Asia Pacific,Historical,EV sales,Cars,BEV,2020,Vehicles,990000.0,Aggregate_sales_stock
China,Historical,EV stock,Cars,PHEV,2020,Vehicles,990000.0,Other
China,Projection-STEPS,EV stock,Cars,PHEV,2020,Vehicles,990000.0,Other
Europe,Historical,EV sales,Cars,PHEV,2024,Vehicles,980000.0,Aggregate_sales_stock
France,Historical,EV stock,Cars,BEV,2023,Vehicles,980000.0,Other
India,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,980000.0,Other
United Kingdom,Historical,EV stock,Cars,BEV,2023,Vehicles,980000.0,Other
Europe,Projection-STEPS,EV sales,Cars,PHEV,2024,Vehicles,980000.0,Aggregate_sales_stock
India,Projection-STEPS,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,980000.0,Other
Europe,Historical,EV stock,Cars,BEV,2019,Vehicles,970000.0,Aggregate_sales_stock
World,Historical,EV sales,Cars,PHEV,2020,Vehicles,970000.0,_World
World,Projection-STEPS,EV sales,Cars,PHEV,2020,Vehicles,970000.0,_World
Europe,Projection-STEPS,EV sales,2 and 3 wheelers,BEV,2030,Vehicles,970000.0,Aggregate_sales_stock
Asia Pacific,Historical,EV stock,Cars,PHEV,2019,Vehicles,960000.0,Aggregate_sales_stock
China,Historical,EV stock,Cars,BEV,2017,Vehicles,930000.0,Other
Europe,Projection-STEPS,EV sales,Vans,BEV,2030,Vehicles,930000.0,Aggregate_sales_stock
China,Historical,EV sales,Cars,BEV,2020,Vehicles,920000.0,Other
North America,Historical,EV stock,Cars,PHEV,2022,Vehicles,920000.0,Aggregate_sales_stock
China,Projection-STEPS,EV sales,Cars,BEV,2020,Vehicles,920000.0,Other
Asia Pacific,Historical,EV sales,Cars,BEV,2018,Vehicles,910000.0,Aggregate_sales_stock
USA,Historical,EV stock,Cars,PHEV,2022,Vehicles,910000.0,Other
Rest of the world,Projection-STEPS,EV sales,Cars,BEV,2024,Vehicles,910000.0,Other
USA,Projection-STEPS,EV stock,Cars,PHEV,2022,Vehicles,910000.0,Other
World,Historical,EV charging points,EV,Publicly available fast,2022,charging points,910000.0,_World
World,Projection-STEPS,EV charging points,EV,Publicly available fast,2022,charging points,910000.0,_World
Asia Pacific,Historical,EV sales,Cars,BEV,2019,Vehicles,900000.0,Aggregate_sales_stock
World,Historical,EV stock,Vans,BEV,2022,Vehicles,900000.0,_World
World,Projection-STEPS,EV stock,Vans,BEV,2022,Vehicles,900000.0,_World
EU27,Historical,EV sales,Cars,BEV,2021,Vehicles,890000.0,EU27
World,Historical,EV charging points,EV,Publicly available slow,2020,charging points,890000.0,_World
World,Projection-STEPS,EV charging points,EV,Publicly available slow,2020,charging points,890000.0,_World
EU27,Historical,EV sales,Cars,PHEV,2022,Vehicles,880000.0,EU27
North America,Historical,EV stock,Cars,BEV,2019,Vehicles,880000.0,Aggregate_sales_stock
USA,Historical,EV stock,Cars,BEV,2019,Vehicles,880000.0,Other
EU27,Historical,EV sales,Cars,PHEV,2021,Vehicles,870000.0,EU27
Germany,Historical,EV stock,Cars,PHEV,2022,Vehicles,860000.0,Other
Rest of the world,Projection-STEPS,EV charging points,EV,Publicly available slow,2030,charging points,860000.0,Other
China,Projection-STEPS,EV sales,Vans,BEV,2030,Vehicles,850000.0,Other
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,840000.0,Aggregate_sales_stock
Europe,Projection-STEPS,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,840000.0,Aggregate_sales_stock
World,Projection-STEPS,EV sales,Trucks,BEV,2030,Vehicles,840000.0,_World
Asia Pacific,Historical,EV stock,Vans,BEV,2023,Vehicles,830000.0,Aggregate_sales_stock
China,Historical,EV sales,Cars,BEV,2019,Vehicles,830000.0,Other
China,Historical,EV sales,Cars,BEV,2018,Vehicles,820000.0,Other
EU27,Historical,EV sales,Cars,PHEV,2023,Vehicles,820000.0,EU27
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,820000.0,Other
Europe,Historical,EV charging points,EV,Publicly available slow,2024,charging points,810000.0,Aggregate_sales_stock
Europe,Projection-STEPS,EV charging points,EV,Publicly available slow,2024,charging points,810000.0,Aggregate_sales_stock
Europe,Historical,EV stock,Cars,PHEV,2019,Vehicles,800000.0,Aggregate_sales_stock
North America,Historical,EV sales,Cars,BEV,2022,Vehicles,800000.0,Aggregate_sales_stock
USA,Historical,EV sales,Cars,BEV,2022,Vehicles,800000.0,Other
World,Historical,EV stock,Cars,PHEV,2016,Vehicles,800000.0,_World
USA,Projection-STEPS,EV sales,Cars,BEV,2022,Vehicles,800000.0,Other
Rest of the world,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,790000.0,Other
China,Historical,EV stock,Cars,PHEV,2019,Vehicles,770000.0,Other
EU27,Historical,EV sales,Cars,PHEV,2024,Vehicles,770000.0,EU27
India,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,770000.0,Other
United Kingdom,Historical,EV stock,Cars,PHEV,2024,Vehicles,770000.0,Other
World,Historical,EV sales,Cars,BEV,2017,Vehicles,760000.0,_World
China,Historical,EV charging points,EV,Publicly available fast,2022,charging points,760000.0,Other
China,Projection-STEPS,EV charging points,EV,Publicly available fast,2022,charging points,760000.0,Other
Europe,Historical,EV sales,Cars,BEV,2020,Vehicles,750000.0,Aggregate_sales_stock
Norway,Historical,EV stock,Cars,BEV,2024,Vehicles,750000.0,Other
Europe,Projection-STEPS,EV sales,Cars,BEV,2020,Vehicles,750000.0,Aggregate_sales_stock
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,740000.0,EU27
Rest of the world,Projection-STEPS,EV stock,Cars,PHEV,2023,Vehicles,740000.0,Other
North America,Historical,EV stock,Cars,PHEV,2021,Vehicles,730000.0,Aggregate_sales_stock
World,Historical,EV stock,Buses,BEV,2024,Vehicles,730000.0,_World
World,Historical,EV stock,Cars,BEV,2015,Vehicles,730000.0,_World
World,Projection-STEPS,EV stock,Buses,BEV,2024,Vehicles,730000.0,_World
USA,Historical,EV stock,Cars,PHEV,2021,Vehicles,720000.0,Other
USA,Projection-STEPS,EV stock,Cars,PHEV,2021,Vehicles,720000.0,Other
Europe,Projection-STEPS,EV charging points,EV,Publicly available fast,2030,charging points,710000.0,Aggregate_sales_stock
Asia Pacific,Historical,EV stock,Cars,PHEV,2018,Vehicles,700000.0,Aggregate_sales_stock
USA,Projection-STEPS,EV stock,Vans,BEV,2030,Vehicles,700000.0,Other
Europe,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,690000.0,Aggregate_sales_stock
Norway,Historical,EV stock,Cars,BEV,2023,Vehicles,690000.0,Other
Europe,Projection-STEPS,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,690000.0,Aggregate_sales_stock
EU27,Historical,EV charging points,EV,Publicly available slow,2024,charging points,690000.0,EU27
Asia Pacific,Historical,EV stock,Buses,BEV,2024,Vehicles,680000.0,Aggregate_sales_stock
China,Historical,EV stock,Vans,BEV,2023,Vehicles,680000.0,Other
China,Projection-STEPS,EV stock,Vans,BEV,2023,Vehicles,680000.0,Other
Rest of the world,Projection-STEPS,EV sales,Cars,BEV,2023,Vehicles,680000.0,Other
China,Historical,EV charging points,EV,Publicly available slow,2021,charging points,680000.0,Other
China,Projection-STEPS,EV charging points,EV,Publicly available slow,2021,charging points,680000.0,Other
USA,Projection-STEPS,EV sales,Cars,PHEV,2030,Vehicles,670000.0,Other
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,660000.0,EU27
World,Historical,EV stock,Buses,BEV,2023,Vehicles,660000.0,_World
World,Projection-STEPS,EV stock,Buses,BEV,2023,Vehicles,660000.0,_World
China,Historical,EV stock,Buses,BEV,2024,Vehicles,650000.0,Other
France,Historical,EV stock,Cars,PHEV,2024,Vehicles,650000.0,Other
North America,Historical,EV stock,Cars,PHEV,2020,Vehicles,650000.0,Aggregate_sales_stock
World,Historical,EV sales,Cars,PHEV,2018,Vehicles,650000.0,_World
China,Projection-STEPS,EV stock,Buses,BEV,2024,Vehicles,650000.0,Other
Rest of the world,Projection-STEPS,EV stock,Cars,BEV,2021,Vehicles,650000.0,Other
North America,Historical,EV stock,Cars,BEV,2018,Vehicles,640000.0,Aggregate_sales_stock
USA,Historical,EV stock,Cars,BEV,2018,Vehicles,640000.0,Other
USA,Historical,EV stock,Cars,PHEV,2020,Vehicles,640000.0,Other
World,Historical,EV sales,Vans,BEV,2024,Vehicles,640000.0,_World
USA,Projection-STEPS,EV stock,Cars,PHEV,2020,Vehicles,640000.0,Other
World,Projection-STEPS,EV sales,Vans,BEV,2024,Vehicles,640000.0,_World
Europe,Historical,EV sales,Cars,PHEV,2020,Vehicles,630000.0,Aggregate_sales_stock
Europe,Historical,EV stock,Cars,PHEV,2018,Vehicles,630000.0,Aggregate_sales_stock
Germany,Historical,EV stock,Cars,PHEV,2021,Vehicles,630000.0,Other
Europe,Projection-STEPS,EV sales,Cars,PHEV,2020,Vehicles,630000.0,Aggregate_sales_stock
Asia Pacific,Historical,EV stock,Buses,BEV,2023,Vehicles,620000.0,Aggregate_sales_stock
Canada,Historical,EV stock,Cars,BEV,2024,Vehicles,620000.0,Other
Europe,Historical,EV stock,Cars,BEV,2018,Vehicles,620000.0,Aggregate_sales_stock
France,Historical,EV stock,Cars,BEV,2022,Vehicles,620000.0,Other
Germany,Historical,EV stock,Cars,BEV,2021,Vehicles,620000.0,Other
World,Historical,EV stock,Vans,BEV,2021,Vehicles,620000.0,_World
World,Projection-STEPS,EV stock,Vans,BEV,2021,Vehicles,620000.0,_World
Asia Pacific,Historical,EV sales,Cars,PHEV,2021,Vehicles,610000.0,Aggregate_sales_stock
EU27,Historical,EV stock,Cars,BEV,2019,Vehicles,610000.0,EU27
World,Historical,EV stock,Buses,BEV,2022,Vehicles,610000.0,_World
Rest of the world,Projection-STEPS,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,610000.0,Other
Rest of the world,Projection-STEPS,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,610000.0,Other
World,Projection-STEPS,EV stock,Buses,BEV,2022,Vehicles,610000.0,_World
India,Projection-STEPS,EV sales,Cars,BEV,2030,Vehicles,610000.0,Other
Europe,Historical,EV charging points,EV,Publicly available slow,2023,charging points,610000.0,Aggregate_sales_stock
World,Historical,EV charging points,EV,Publicly available slow,2019,charging points,610000.0,_World
Europe,Projection-STEPS,EV charging points,EV,Publicly available slow,2023,charging points,610000.0,Aggregate_sales_stock
China,Historical,EV stock,Buses,BEV,2023,Vehicles,600000.0,Other
EU27,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,600000.0,EU27
United Kingdom,Historical,EV stock,Cars,PHEV,2023,Vehicles,600000.0,Other
China,Projection-STEPS,EV stock,Buses,BEV,2023,Vehicles,600000.0,Other
China,Projection-STEPS,EV sales,Trucks,BEV,2030,Vehicles,600000.0,Other
Asia Pacific,Historical,EV stock,Vans,BEV,2022,Vehicles,590000.0,Aggregate_sales_stock
France,Historical,EV stock,Cars,PHEV,2023,Vehicles,590000.0,Other
Netherlands,Historical,EV stock,Cars,BEV,2024,Vehicles,590000.0,Other
Norway,Historical,EV stock,Cars,BEV,2022,Vehicles,590000.0,Other
Asia Pacific,Historical,EV stock,Buses,BEV,2022,Vehicles,580000.0,Aggregate_sales_stock
World,Historical,EV sales,Cars,PHEV,2019,Vehicles,580000.0,_World
World,Projection-STEPS,EV stock,Vans,PHEV,2030,Vehicles,580000.0,_World
Asia Pacific,Historical,EV stock,Cars,BEV,2016,Vehicles,570000.0,Aggregate_sales_stock
China,Historical,EV stock,Buses,BEV,2022,Vehicles,570000.0,Other
North America,Historical,EV stock,Cars,PHEV,2019,Vehicles,570000.0,Aggregate_sales_stock
USA,Historical,EV stock,Cars,PHEV,2019,Vehicles,570000.0,Other
Viet Nam,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,570000.0,Other
China,Projection-STEPS,EV stock,Buses,BEV,2022,Vehicles,570000.0,Other
World,Historical,EV charging points,EV,Publicly available fast,2021,charging points,570000.0,_World
World,Projection-STEPS,EV charging points,EV,Publicly available fast,2021,charging points,570000.0,_World
China,Historical,EV sales,Cars,PHEV,2021,Vehicles,550000.0,Other
United Kingdom,Historical,EV stock,Cars,BEV,2022,Vehicles,550000.0,Other
World,Historical,EV stock,Buses,BEV,2021,Vehicles,550000.0,_World
China,Projection-STEPS,EV sales,Cars,PHEV,2021,Vehicles,550000.0,Other
Rest of the world,Projection-STEPS,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,550000.0,Other
Rest of the world,Projection-STEPS,EV stock,Cars,PHEV,2022,Vehicles,550000.0,Other
World,Projection-STEPS,EV stock,Buses,BEV,2021,Vehicles,550000.0,_World
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,540000.0,Other
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,540000.0,Other
China,Historical,EV stock,Cars,PHEV,2018,Vehicles,540000.0,Other
EU27,Historical,EV sales,Cars,BEV,2020,Vehicles,540000.0,EU27
Rest of the world,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,540000.0,Other
Rest of the world,Historical,EV stock,Cars,BEV,2024,Vehicles,540000.0,Other
Korea,Historical,EV stock,Cars,BEV,2024,Vehicles,540000.0,Other
Asia Pacific,Historical,EV stock,Buses,BEV,2021,Vehicles,530000.0,Aggregate_sales_stock
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,530000.0,Other
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,530000.0,Other
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,530000.0,Other
Central and South America,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,530000.0,Other
China,Historical,EV stock,Buses,BEV,2021,Vehicles,530000.0,Other
Europe,Historical,EV stock,Vans,BEV,2024,Vehicles,530000.0,Aggregate_sales_stock
China,Projection-STEPS,EV stock,Buses,BEV,2021,Vehicles,530000.0,Other
Europe,Projection-STEPS,EV stock,Vans,BEV,2024,Vehicles,530000.0,Aggregate_sales_stock
Rest of the world,Projection-STEPS,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,530000.0,Other
Germany,Historical,EV sales,Cars,BEV,2023,Vehicles,520000.0,Other
World,Historical,EV stock,Cars,PHEV,2015,Vehicles,520000.0,_World
Asia Pacific,Historical,EV sales,Cars,BEV,2017,Vehicles,510000.0,Aggregate_sales_stock
EU27,Historical,EV sales,Cars,PHEV,2020,Vehicles,510000.0,EU27
EU27,Historical,EV charging points,EV,Publicly available slow,2023,charging points,510000.0,EU27
EU27,Historical,EV stock,Cars,PHEV,2019,Vehicles,500000.0,EU27
